        7260        3739
        2014        4726
         169         827
        6277        8370
        2033        1642
        8271        6301
        6803        1921
        8101        7010
        4246        4399
        7228        5550
        1321        3579
        9332        5702
        6974        3587
        3027        7068
        3119        4090
        8619        5833
        8892        8868
        7781        8738
        2986        6568
        1331        1311
        8316        8982
        7934        6577
        6014         194
        6366         717
        6083        2572
        2275          61
        8285        8255
        5368        9545
        2213        5353
        2751        8271
        6697        9192
        3330        8730
        1671        4528
        7209        1726
        1913        3516
        7959        7771
        4097        8052
        1419        2341
         784        3032
        4093        4179
        1498        3929
         535        4389
        7091        1928
        4590        2327
        1678        3620
        6732        3265
        9822          92
        2741        1429
        3860        8274
        8615        6678
        2580        4457
        1004        2841
        8961        3753
        7652        3167
        1031         935
        2152         444
        2006        5702
        1300         798
        3832        8204
        4906        5542
        8450        8182
        8240         437
        5764         704
        3252        9714
        8438        6889
        4744        7335
        8582        1945
        3634        8771
        2961        8432
        4317        7592
        2211        9578
        3791        3002
        8147         234
        8046         733
        9220        8763
        5777        6205
        1763        6274
        3656        6618
        5058        3545
        1855        1889
        4890        2020
        3009        3598
        6715        8148
          54        9079
        5427        6468
        7204        9262
         109        1618
        9320        2558
        1939        4302
        6948         885
        5996        6472
        3875        7587
          55        5324
        2930        5799
        9970        5589
        5655         563
        7473        8332
        1749        6334
        2616        1767
        9765        4184
        5206        3220
        5076        7533
        1021        9091
        6716        3973
        2092        8152
        5167        2477
        7058        4417
        8144        2536
        7050        1429
        2231        2851
        2447        1380
         381        3950
        9761        1702
        6396         314
        1090        8351
        1171        1965
        6182        5412
        4693        7352
        3155        3260
        2297        6969
        3961        6477
        1376        1058
        2207        4947
        3120        6659
        3046        7757
        2657        1741
        7476         510
        2566        9424
         734         307
         233        6089
        9361        3825
        3337        9259
        9345         915
        2043        8347
        1780        2990
        2078        8434
        1908        1481
        9910        3681
        6798        7112
        6261        8201
        9441        6794
        2708        6763
        2193        8126
        1204        8084
        4417        1468
        3434         822
        2039        2433
        5045        4331
        3354        4132
        9603         159
        9925        9575
         995        9385
        4680        4170
        5566         300
         320        7507
        3964        7858
        9538        8862
        7260        9749
